956076, Insulation Thickness : 0",Image : <None>,Type Name : ,Insulation Type : ,Velocity : 0 FPM,Category : Ducts,Vertical Justification : Middle,End Offset : 14' - 7",Lining Type : ,Phase Demolished : None,Top Elevation : 14' - 7",Family and Type : Round Duct: Taps,Size Lock : No,System Abbreviation : ,Additional Flow : 0 CFM,Start Offset : 13' - 11",Lining Thickness : 0",Phase Created : New Construction,System Classification : Supply Air,Free Size : 16"ø,Size : 16"ø,Equivalent Diameter : 16",Reference Level : T.O. SLAB - 1ST,Hydraulic Diameter : 16",Family : Round Duct,Mark : 19,Category : Ducts,Diameter : 16",Type : Taps,Design Option : -1,Velocity Pressure : 0.00 in-wg,Length : 0' - 8",System Name : Mechanical Supply Air 1,Overall Size : 16"ø,Family Name : ,Loss Coefficient : 0,Type Id : 139188,Horizontal Justification : Center,Comments : ,Pressure Drop : 0.00 in-wg,Area : 3 SF,FOT/FOB/SU/SD/= : ,Reynolds number : 0,Slope : 0" / 12",Bottom Elevation : 13' - 11",Flow : 0 CFM,Offset : 13' - 11",System Type : Supply Air,Section : 8,Friction : 0.00 in-wg/100ft
981420, System Abbreviation : ,Hydraulic Diameter : 8",Vertical Justification : Middle,Image : <None>,Size : 8"ø,Offset : 11' - 8",Overall Size : 8"ø,Reynolds number : 0,FOT/FOB/SU/SD/= : ,Insulation Type : ,Friction : 0.00 in-wg/100ft,Family Name : ,Type Id : 139188,System Name : Mechanical Supply Air 2,Velocity : 0 FPM,Family and Type : Round Duct: Taps,Family : Round Duct,Mark : 319,Category : Ducts,Bottom Elevation : 11' - 4",Phase Created : New Construction,Horizontal Justification : Center,Equivalent Diameter : 8",Section : 33,Length : 2' - 9 15/32",Diameter : 8",Velocity Pressure : 0.00 in-wg,System Type : Supply Air,Slope : 0" / 12",Additional Flow : 0 CFM,Type : Taps,Area : 6 SF,End Offset : 11' - 8",Size Lock : No,Reference Level : T.O. SLAB - 1ST,Loss Coefficient : 0,Flow : 0 CFM,Top Elevation : 12' - 0",Free Size : 8"ø,System Classification : Supply Air,Comments : ,Pressure Drop : 0.00 in-wg,Design Option : -1,Start Offset : 11' - 8",Phase Demolished : None,Insulation Thickness : 0",Type Name : ,Category : Ducts,Lining Type : ,Lining Thickness : 0"
969212, Hydraulic Diameter : 8",System Type : Supply Air,Type Name : ,Overall Size : 8"ø,Offset : 13' - 4",Top Elevation : 13' - 8",Reynolds number : 0,Reference Level : T.O. SLAB - 1ST,Insulation Type : ,Friction : 0.00 in-wg/100ft,Section : 24,Category : Ducts,Bottom Elevation : 13' - 0",Diameter : 8",Vertical Justification : Middle,Phase Demolished : None,Type Id : 139188,Area : 1 SF,Comments : ,Loss Coefficient : 0,Velocity Pressure : 0.00 in-wg,Pressure Drop : 0.00 in-wg,Size Lock : No,System Abbreviation : ,Flow : 0 CFM,Image : <None>,Additional Flow : 0 CFM,Slope : 0" / 12",System Classification : Supply Air,Family Name : ,Type : Taps,Insulation Thickness : 0",Category : Ducts,Family and Type : Round Duct: Taps,System Name : Mechanical Supply Air 7,Length : 0' - 3 1/8",Mark : 199,Free Size : 8"ø,Velocity : 0 FPM,Design Option : -1,Lining Type : ,Family : Round Duct,FOT/FOB/SU/SD/= : ,Horizontal Justification : Center,Phase Created : New Construction,End Offset : 13' - 4",Lining Thickness : 0",Start Offset : 13' - 4",Size : 8"ø,Equivalent Diameter : 8"
967308, Horizontal Justification : Center,Hydraulic Diameter : 8",Slope : 0" / 12",Type Name : ,Bottom Elevation : 9' - 11 17/32",Family Name : ,Comments : ,Top Elevation : 12' - 8",Design Option : -1,Phase Demolished : None,Offset : 12' - 8",Mark : 155,Loss Coefficient : 0,Diameter : 8",Image : <None>,System Type : Supply Air,Length : 2' - 8 15/32",Size : 8"ø,System Abbreviation : ,Phase Created : New Construction,Vertical Justification : Middle,System Name : Mechanical Supply Air 6,Additional Flow : 0 CFM,Velocity : 0 FPM,Friction : 0.00 in-wg/100ft,End Offset : 9' - 11 17/32",Type Id : 139188,Reynolds number : 0,Reference Level : T.O. SLAB - 1ST,Category : Ducts,Equivalent Diameter : 8",Insulation Thickness : 0",Pressure Drop : 0.00 in-wg,Family : Round Duct,Free Size : 8"ø,System Classification : Supply Air,Flow : 0 CFM,FOT/FOB/SU/SD/= : ,Lining Type : ,Lining Thickness : 0",Section : 29,Insulation Type : ,Area : 6 SF,Type : Taps,Size Lock : No,Velocity Pressure : 0.00 in-wg,Start Offset : 12' - 8",Family and Type : Round Duct: Taps,Category : Ducts,Overall Size : 8"ø
995143, Lining Type : ,Type Id : 139185,Width : 16",Hydraulic Diameter : 23",Area : 132 SF,Offset : 11' - 10 3/32",Size Lock : No,System Name : Mechanical Supply Air 11,Additional Flow : 0 CFM,Loss Coefficient : 0,Free Size : 16"x40",Phase Created : New Construction,Bottom Elevation : 10' - 2 3/32",Comments : ,Friction : 0.00 in-wg/100ft,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Reynolds number : 0,Equivalent Diameter : 27",Insulation Type : ,Family : Rectangular Duct,Slope : 0" / 12",Overall Size : 16"x40",Category : Ducts,Vertical Justification : Bottom,Velocity Pressure : 0.00 in-wg,Size : 16"x40",Insulation Thickness : 0",Category : Ducts,Type Name : ,Lining Thickness : 0",Height : 40",System Type : Supply Air,Phase Demolished : None,Section : 28,Equivalent Diameter : 27",Reference Level : T.O. SLAB - 1ST,Image : <None>,Type : Mitered Elbows / Taps,Length : 14' - 2",Design Option : -1,Start Offset : 11' - 10 3/32",End Offset : 11' - 10 3/32",Flow : 0 CFM,Horizontal Justification : Center,Top Elevation : 13' - 6 3/32",FOT/FOB/SU/SD/= : ,System Abbreviation : ,Family Name : ,System Classification : Supply Air,Mark : 455,Velocity : 0 FPM,Pressure Drop : 0.00 in-wg
1021147, Area : 22 SF,Type Name : ,Length : 14' - 2 5/8",Mark : 580,Hydraulic Diameter : 6",Additional Flow : 0 CFM,Family Name : ,Velocity Pressure : 0.00 in-wg,Slope : 0" / 12",FOT/FOB/SU/SD/= : ,System Name : Mechanical Supply Air 25,Reference Level : T.O. SLAB - 1ST,Phase Created : New Construction,Section : 2,Reynolds number : 0,Pressure Drop : 0.00 in-wg,Lining Thickness : 0",Velocity : 0 FPM,Family : Round Duct,Overall Size : 6"ø,Lining Type : ,System Abbreviation : ,End Offset : 14' - 7 11/16",Diameter : 6",Friction : 0.00 in-wg/100ft,Top Elevation : 14' - 10 11/16",Size : 6"ø,Design Option : -1,Type Id : 139188,Free Size : 6"ø,Start Offset : 14' - 7 11/16",Family and Type : Round Duct: Taps,Offset : 14' - 7 11/16",Insulation Thickness : 0",Phase Demolished : None,Insulation Type : ,Comments : ,Flow : 0 CFM,System Classification : Supply Air,Loss Coefficient : 0,Type : Taps,Vertical Justification : Middle,Size Lock : No,Category : Ducts,Category : Ducts,Image : <None>,Equivalent Diameter : 6",Bottom Elevation : 14' - 4 11/16",System Type : Supply Air,Horizontal Justification : Center
967102, Start Offset : 12' - 8",Bottom Elevation : 9' - 11 17/32",Comments : ,System Abbreviation : ,Friction : 0.00 in-wg/100ft,Additional Flow : 0 CFM,Offset : 12' - 8",Reference Level : T.O. SLAB - 1ST,End Offset : 9' - 11 17/32",Area : 6 SF,Top Elevation : 12' - 8",Family Name : ,Loss Coefficient : 0,Free Size : 8"ø,Slope : 0" / 12",Lining Type : ,Reynolds number : 0,Flow : 0 CFM,Diameter : 8",Size Lock : No,Type Id : 139188,Section : 14,Mark : 143,Insulation Type : ,Lining Thickness : 0",Vertical Justification : Middle,Phase Demolished : None,Family and Type : Round Duct: Taps,Type : Taps,Category : Ducts,System Name : Mechanical Supply Air 6,Overall Size : 8"ø,Family : Round Duct,Type Name : ,Image : <None>,Length : 2' - 8 15/32",System Type : Supply Air,Pressure Drop : 0.00 in-wg,Equivalent Diameter : 8",Insulation Thickness : 0",Horizontal Justification : Center,System Classification : Supply Air,Category : Ducts,Size : 8"ø,Velocity : 0 FPM,Velocity Pressure : 0.00 in-wg,Hydraulic Diameter : 8",Phase Created : New Construction,Design Option : -1,FOT/FOB/SU/SD/= : 
978092, Type : Taps,System Type : Supply Air,FOT/FOB/SU/SD/= : ,Overall Size : 8"ø,Family Name : ,System Abbreviation : ,Vertical Justification : Middle,Bottom Elevation : 12' - 7",Free Size : 8"ø,System Name : Mechanical Supply Air 1,Horizontal Justification : Center,Insulation Type : ,Lining Thickness : 0",Comments : ,Length : 9' - 8 23/32",Design Option : -1,Image : <None>,Lining Type : ,Family : Round Duct,Size Lock : No,Phase Created : New Construction,Insulation Thickness : 0",Size : 8"ø,Mark : 260,Velocity Pressure : 0.00 in-wg,Family and Type : Round Duct: Taps,Area : 20 SF,Diameter : 8",Type Name : ,Top Elevation : 13' - 3",Slope : 0" / 12",Offset : 12' - 11",Start Offset : 12' - 11",Hydraulic Diameter : 8",Friction : 0.00 in-wg/100ft,Flow : 0 CFM,Equivalent Diameter : 8",End Offset : 12' - 11",Reynolds number : 0,Velocity : 0 FPM,Loss Coefficient : 0,System Classification : Supply Air,Section : 19,Phase Demolished : None,Pressure Drop : 0.00 in-wg,Reference Level : T.O. SLAB - 1ST,Category : Ducts,Additional Flow : 0 CFM,Category : Ducts,Type Id : 139188
992394, FOT/FOB/SU/SD/= : ,Type Name : ,Loss Coefficient : 0,Family and Type : Round Duct: Taps,Velocity Pressure : 0.00 in-wg,Section : 68,System Name : Mechanical Supply Air 7,Free Size : 8"ø,Offset : 13' - 4",Reference Level : T.O. SLAB - 1ST,Size Lock : No,Diameter : 8",Flow : 0 CFM,Velocity : 0 FPM,Lining Thickness : 0",Family Name : ,Slope : 0" / 12",Pressure Drop : 0.00 in-wg,Additional Flow : 0 CFM,Horizontal Justification : Center,Insulation Thickness : 0",System Abbreviation : ,Mark : 421,Bottom Elevation : 13' - 0",Reynolds number : 0,Phase Demolished : None,Overall Size : 8"ø,Area : 1 SF,Type : Taps,Start Offset : 13' - 4",Size : 8"ø,Equivalent Diameter : 8",Vertical Justification : Middle,Length : 0' - 3 5/32",Insulation Type : ,Family : Round Duct,Image : <None>,Friction : 0.00 in-wg/100ft,Lining Type : ,Phase Created : New Construction,End Offset : 13' - 4",Design Option : -1,Top Elevation : 13' - 8",Category : Ducts,Type Id : 139188,Hydraulic Diameter : 8",System Classification : Supply Air,Comments : ,Category : Ducts,System Type : Supply Air
969103, Size : 8"ø,Family Name : ,Lining Type : ,FOT/FOB/SU/SD/= : ,Pressure Drop : 0.00 in-wg,Mark : 196,Free Size : 8"ø,Velocity Pressure : 0.00 in-wg,Category : Ducts,Phase Demolished : None,Bottom Elevation : 9' - 11 17/32",Family and Type : Round Duct: Taps,Velocity : 0 FPM,Type Name : ,Phase Created : New Construction,Slope : 0" / 12",Type : Taps,Reference Level : T.O. SLAB - 1ST,System Name : Mechanical Supply Air 7,Lining Thickness : 0",Comments : ,Family : Round Duct,Diameter : 8",Overall Size : 8"ø,Vertical Justification : Middle,Loss Coefficient : 0,System Type : Supply Air,Equivalent Diameter : 8",Image : <None>,Horizontal Justification : Center,Size Lock : No,Reynolds number : 0,Offset : 9' - 11 17/32",Category : Ducts,Length : 2' - 8 15/32",System Abbreviation : ,Flow : 0 CFM,Hydraulic Diameter : 8",End Offset : 12' - 8",Top Elevation : 12' - 8",Insulation Type : ,Additional Flow : 0 CFM,Design Option : -1,System Classification : Supply Air,Section : 19,Type Id : 139188,Start Offset : 9' - 11 17/32",Insulation Thickness : 0",Friction : 0.00 in-wg/100ft,Area : 6 SF
969133, Size : 8"ø,Design Option : -1,Section : 21,Overall Size : 8"ø,Comments : ,Additional Flow : 0 CFM,Friction : 0.00 in-wg/100ft,End Offset : 12' - 8",System Type : Supply Air,Reference Level : T.O. SLAB - 1ST,Equivalent Diameter : 8",Velocity Pressure : 0.00 in-wg,Category : Ducts,Offset : 9' - 11 17/32",Type : Taps,Image : <None>,FOT/FOB/SU/SD/= : ,Horizontal Justification : Center,Loss Coefficient : 0,Length : 2' - 8 15/32",Family and Type : Round Duct: Taps,Category : Ducts,Insulation Thickness : 0",Lining Thickness : 0",Insulation Type : ,Top Elevation : 12' - 8",Family Name : ,Hydraulic Diameter : 8",System Name : Mechanical Supply Air 7,Vertical Justification : Middle,Start Offset : 9' - 11 17/32",System Abbreviation : ,Reynolds number : 0,Mark : 198,Size Lock : No,Slope : 0" / 12",Phase Created : New Construction,Type Id : 139188,Family : Round Duct,Free Size : 8"ø,Flow : 0 CFM,Velocity : 0 FPM,Type Name : ,Diameter : 8",Pressure Drop : 0.00 in-wg,Area : 6 SF,Lining Type : ,Bottom Elevation : 9' - 11 17/32",System Classification : Supply Air,Phase Demolished : None
988567, Family : Round Duct,Insulation Type : ,Type : Taps,Flow : 0 CFM,Comments : ,Additional Flow : 0 CFM,Image : <None>,Type Name : ,Top Elevation : 14' - 1",Equivalent Diameter : 18",Insulation Thickness : 0",Design Option : -1,Lining Type : ,Diameter : 18",Offset : 13' - 4",Friction : 0.00 in-wg/100ft,System Classification : Supply Air,Size Lock : No,Overall Size : 18"ø,Reynolds number : 0,Mark : 374,Family and Type : Round Duct: Taps,Slope : 0" / 12",Vertical Justification : Middle,Reference Level : T.O. SLAB - 1ST,Velocity : 0 FPM,Free Size : 18"ø,Loss Coefficient : 0,Velocity Pressure : 0.00 in-wg,Start Offset : 13' - 4",End Offset : 13' - 4",Bottom Elevation : 12' - 7",Lining Thickness : 0",System Type : Supply Air,Hydraulic Diameter : 18",System Abbreviation : ,Category : Ducts,Family Name : ,Length : 18' - 9 9/16",Pressure Drop : 0.00 in-wg,Size : 18"ø,Phase Demolished : None,Horizontal Justification : Center,FOT/FOB/SU/SD/= : ,System Name : Mechanical Supply Air 7,Category : Ducts,Area : 89 SF,Phase Created : New Construction,Section : 55,Type Id : 139188
967430, System Type : Supply Air,System Classification : Supply Air,Bottom Elevation : 13' - 0",Slope : 0" / 12",Diameter : 8",Equivalent Diameter : 8",Type Id : 139188,FOT/FOB/SU/SD/= : ,Category : Ducts,Comments : ,Flow : 0 CFM,Family : Round Duct,System Name : Mechanical Supply Air 6,Insulation Type : ,Size Lock : No,Start Offset : 13' - 4",End Offset : 13' - 4",Velocity Pressure : 0.00 in-wg,Top Elevation : 13' - 8",Type Name : ,Category : Ducts,Mark : 158,Area : 0 SF,Phase Created : New Construction,Lining Thickness : 0",Lining Type : ,Loss Coefficient : 0,Horizontal Justification : Center,Friction : 0.00 in-wg/100ft,Additional Flow : 0 CFM,Length : 0' - 1 1/8",Family and Type : Round Duct: Taps,Size : 8"ø,Overall Size : 8"ø,Insulation Thickness : 0",Free Size : 8"ø,Reynolds number : 0,Reference Level : T.O. SLAB - 1ST,Hydraulic Diameter : 8",Vertical Justification : Middle,Offset : 13' - 4",Pressure Drop : 0.00 in-wg,Section : 36,Velocity : 0 FPM,Image : <None>,Family Name : ,Design Option : -1,Type : Taps,Phase Demolished : None,System Abbreviation : 
962172, System Type : Supply Air,System Classification : Supply Air,Velocity : 0 FPM,Category : Ducts,Family Name : ,Diameter : 16",Lining Type : ,Section : 18,Phase Created : New Construction,Overall Size : 16"ø,System Name : Mechanical Supply Air 3,FOT/FOB/SU/SD/= : ,Mark : 120,Top Elevation : 14' - 11 1/4",End Offset : 14' - 3 1/4",Friction : 0.00 in-wg/100ft,Insulation Thickness : 0",Flow : 0 CFM,Insulation Type : ,Horizontal Justification : Center,Family : Round Duct,Comments : ,Category : Ducts,Additional Flow : 0 CFM,Free Size : 16"ø,Equivalent Diameter : 16",Bottom Elevation : 13' - 7 1/4",Slope : 0" / 12",Phase Demolished : None,Loss Coefficient : 0,Type Name : ,Vertical Justification : Middle,Lining Thickness : 0",Length : 3' - 1 7/8",Design Option : -1,Type Id : 139188,Hydraulic Diameter : 16",Size Lock : No,Size : 16"ø,Velocity Pressure : 0.00 in-wg,Area : 13 SF,Family and Type : Round Duct: Taps,Pressure Drop : 0.00 in-wg,Reference Level : T.O. SLAB - 1ST,Offset : 14' - 3 1/4",System Abbreviation : ,Start Offset : 14' - 3 1/4",Type : Taps,Image : <None>,Reynolds number : 0
